Sr No.,text,Emotion,sentiment
9817,Are you jealous?,surprise,positive
9818,"Noo, I y'know I don't see why she has to play with you, that's all.",anger,negative
9819,I mean doesn't she have any y'know other stripper moms friends of her own?,anger,negative
9820,You are totally jealous.,joy,positive
9821,I'm not jealous.,anger,negative
9822,"All right this is about, umm, people feeling certain things y'know about strippers.",neutral,neutral
9823,"And y'know, and um, I...",neutral,neutral
9824,"Honey, I love you too.",neutral,neutral
9825,"Ugh. Wait, wait, wait.",sadness,negative
9826,What?,surprise,positive
9827,Huh.,surprise,positive
9828,"Well, there's a kiss that he won't forget for a couple of hours, y'know.",joy,positive
9829,"Yeah. Either that, or you just turned him on and sent him off to a stripper.",neutral,neutral
9830,I cant believe you came back.,surprise,positive
9831,Dont say anything.,joy,positive
9832,"I dont wanna speak, I dont wanna think.",neutral,neutral
9833,"I just want you to take me and kiss me and make love to me right here, right now.",joy,positive
9834,Rachel! Rachel!,joy,positive
9835,What?,neutral,neutral
9836,You missed the exit!,surprise,negative
9837,"Oh, sorry.",neutral,neutral
9838,"My God, what were you thinking about?",surprise,negative
9839,"Um,  Barry.",neutral,neutral
9840,Awwwww,joy,positive
9841,"I justI thought you guys were doing it, I didn't know you were in love!",surprise,positive
9842,Dude!,joy,positive
9843,And hats off to Phoebe. Quite a competitor.  And might I say your breasts are still showing.,joy,positive
9844,God!,surprise,positive
9845,All right! So that's it! It's over! Everybody knows!,joy,positive
9846,"Well actually, Ross doesn't.",neutral,neutral
9847,"Yes, and we'd appreciate it if no one told him yet.",neutral,neutral
9919,Dear Mary-Angela.,neutral,neutral
9920,Hi.,neutral,neutral
9921,How?s it going.,neutral,neutral
9922,This is the hardest letter I?ve ever had to write.,sadness,negative
9923,What the hell?s a matter with you?,disgust,negative
9924,How do you think Joey?s going to react when he finds out that you blew off his sister with a letter?,anger,negative
9925,"Well, that?s the part where you tell him that I moved to France. When actually I?ll be in Cuba.",neutral,neutral
9926,"All right, look, look, you?ve got to do this yourself, okay in person.",neutral,neutral
9927,At least you know her name.,neutral,neutral
9928,"You just go to the house and you ask for Mary-Angela, okay, when which ever one she is comes to the door, you take her for a walk, you let her down easy.",neutral,neutral
9929,What if Mary-Angela comes to the door and I ask for Mary-Angela?,fear,negative
9930,Where in Cuba?,sadness,negative
9848,Hey.,neutral,neutral
9849,"You uh, you may have been right about Jill.",sadness,negative
9850,Oh! I knew it! What happened?,surprise,negative
9851,"Umm, she kissed me.",sadness,negative
9852,What?! You kissed!,surprise,negative
9853,All right.,neutral,neutral
9854,"Okay, here you go.  I have two queens, what do you have?",neutral,neutral
9855,A two and a five.,neutral,neutral
9856,"Ho-ho, you win! 50 dollars!",joy,positive
9857,Really?!,surprise,positive
9858,"Oh yeah! Okay, lets play again.  What do you got?",neutral,neutral
9859,A four and a nine.,neutral,neutral
9860,Youre kidding right?,surprise,negative
9861,No. Why?,neutral,neutral
9862,Well thats a full cup!,surprise,positive
9863,Damn! I am good at Cups!,joy,positive
9864,What? Why? Where are you?,surprise,negative
9865,Im still on the set!,neutral,neutral
9866,Joey! The wedding is in less than an hour!,anger,negative
9867,"I know! Im sorry! The guys drunk, they wont let me go until we get this.",sadness,negative
9868,Oh my God! Im gonna have to find another minister.,sadness,negative
9869,"No! No, Im the minister! Alright, look-look, put em both on the phone, Ill marry them right now.",anger,negative
9870,"Ugh! Joey, I have to go.",sadness,negative
9871,Hey! Dont you hang up on me! Ill marry you and me right now! I have the power!,anger,negative
9872,Oh hey Joey! What's up?,joy,positive
9873,"I can't decide which route to take to Vegas. Hey, you've traveled a lot right?",neutral,neutral
9874,"Yeah, I've been around.",neutral,neutral
9875,"Okay, so-so which route should I take the northern route or the southern route?",neutral,neutral
9876,"Ooh, if you take the northern route there's a man in Illinois with a beard of bees.",neutral,neutral
9879,Great! Problem solved!,joy,positive
9880,"Estelle, you gotta get me some work. I-I lost my health insurance.",sadness,negative
9881,"All right, first thing we gotta do, damage control.",neutral,neutral
9882,Why?,surprise,negative
9883,"Well, I think uhh, someone out there may have been bad mouthing you all over town.",sadness,negative
9884,Bastard!,anger,negative
9885,You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping orOh!,surprise,positive
9886,All that time Monica spent on the phone with sad Linda from camp!,surprise,positive
9887,"Uh-huh, doing it. Doing it. Phone doing it.",joy,positive
9889,"Oh, I can't believe it!",surprise,positive
9890,I mean I think it's great!,joy,positive
9891,For him.,neutral,neutral
9892,She might be able to do better.,neutral,neutral
9893,Hey guys!,neutral,neutral
9894,Joey! Come here! Come here!,neutral,neutral
9896,Phoebe just found out about Monica and Chandler.,neutral,neutral
9897,You mean how they're friends and nothing more?,neutral,neutral
9898,"No. Joey, she",neutral,neutral
9899,"Okay, so now they know that you know and they don't know that Rachel knows?",surprise,positive
9900,"Yes, but y'know what?",neutral,neutral
9901,It doesn't matter who knows what.,neutral,neutral
9902,"Now, enough of us know that we can just tell them that we know!",neutral,neutral
9903,Then all the lying and the secrets would finally be over!,joy,positive
9904,"It's a tradition, like the parade. If the parade decided it was gay, moved out, and abandoned its entire family.",neutral,neutral
9905,"Yknow, youre friends getting married, its gotta change things.",neutral,neutral
9906,You really think it would be that different?,surprise,negative
9907,How could it not be?,surprise,negative
9908,"I mean pretty soon theyre gonna be having kids, and then theyre just gonna be hanging out with other couples who have kids.",sadness,negative
9909,And then maybe theyre gonna have to leave the city to be near a,sadness,negative
9910,"Well, things change.",neutral,neutral
9911,I dont want them to move to a,sadness,negative
9912,Itll be okay Joe.,neutral,neutral
9913,Its still there!,surprise,positive
9914,Mrs. Braverman must be out.,neutral,neutral
9915,She could be out of town. Maybe shell be gone for months.,sadness,negative
9916,"By then, the cheesecake may have gone bad. We dont want her to come back to bad cheesecake.",fear,negative
9917,No that could kill her.,fear,negative
9918,"Well, we dont want that.",neutral,neutral
9919,"No, so were protecting her.",neutral,neutral
9920,But we should take it.,neutral,neutral
9921,But we should move quick.,fear,negative
9922,Why?,surprise,negative
9923,Because I think I just heard her moving around in there.,fear,negative
9924,Go! Go! Go! Go! Go! Go! Go! Go! Go! Go!,fear,negative
9925,"Hey, Kicky. What're you doing?",neutral,neutral
9926,Just trying to get comfortable. I can't sleep in my underwear.,neutral,neutral
9927,"Well, you're gonna.",neutral,neutral
9928,"I've been thinking. Y'know, about how I'm always seeing girls on top of girls...",neutral,neutral
9929,"Are they end to end, or tall like pancakes?",neutral,neutral
9930,"Y'know what I mean, about how I'm always going out with all these women.",neutral,neutral
9931,"And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know?",sadness,negative
9932,"Now I'm looking at my dad, thinking...",neutral,neutral
9933,"Hey, you're not him.",neutral,neutral
9934,You're you.,neutral,neutral
9935,"When they were all over you to go into your father's pipe-fitting business, did you cave?",neutral,neutral
9936,No.,neutral,neutral
9937,No.,neutral,neutral
9938,You decided to go into the out-of-work actor business.,neutral,neutral
9939,"Now that wasn't easy, but you did it!",neutral,neutral
9940,"And I'd like to believe that when the right woman comes along, you will have the courage and the guts to say ""No thanks, I'm married.""",neutral,neutral
9941,You really think so?,joy,positive
9942,Yeah. I really do.,neutral,neutral
9943,"Thanks, Chandler.",neutral,neutral
9944,Get off!,anger,negative
9945,Hi.,neutral,neutral
9946,"Your Fettuccini Alfredo looks a little dry, did you use all your cheese?",neutral,neutral
9947,"When you say used, do you mean eat as a pre-cooking snack?",neutral,neutral
9948,And the cream?,neutral,neutral
9949,Cheese makes me thirsty.,neutral,neutral
9950,Okay. Lets move on.,neutral,neutral
9951,All right.,neutral,neutral
9952,Oh! Something smells good over at Monicas station!  Oh my God! This is absolutely amazing! Youve never made this before?,surprise,positive
9953,Oh no!,surprise,positive
9954,I dont know anything about cooking.,neutral,neutral
9955,"I had to ask someone what its called when the, when the water makes those little bubbles.",neutral,neutral
9956,"Well, hats off to the chef.",joy,positive
9957,"I-I-Im sorry, your-your mouth was full, I didnt hear what you said. Umm, hats off to who now?",neutral,neutral
9958,The chef!,joy,positive
9959,Thats right.,joy,positive
9960,"Hey, Pheebs.",neutral,neutral
9961,Hey.,neutral,neutral
9962,How's it going?,neutral,neutral
9963,Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.,joy,positive
9964,So what's going on?,neutral,neutral
9965,"Nothing, um, it's just, um... It's Roger.",neutral,neutral
9966,"I dunno, there's just something about...",neutral,neutral
9967,Basically we just feel that he's...,neutral,neutral
9968,We hate that guy.,disgust,negative
9969,Yeah. Hate him.,disgust,negative
9970,"We're sorry, Pheebs, we're sorry.",sadness,negative
9971,Uh-huh.,neutral,neutral
9972,Okay.,neutral,neutral
9973,"Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?",neutral,neutral
9974,"...No, we hate him.",disgust,negative
9975,We're sorry.,sadness,negative
9976,Hey!,joy,positive
9977,Hey!,joy,positive
9978,What are you doing?,neutral,neutral
9979,Im sending back all this stuff that Chandler bought out of guilt.,neutral,neutral
9980,Yes that was mine.,fear,negative
9981,Cause I figured you'd hooked up with some girl and she'd left it there.,neutral,neutral
9982,Yes that would have made more sense.,sadness,negative
9983,"Y'know, I-I don't even feel like I know you anymore man!",anger,negative
9984,"All right, look, I'm just gonna ask you this one time.",neutral,neutral
9985,"And whatever you say, I'll believe ya.",neutral,neutral
9986,"Were you, or were you not on a gay cruise?",anger,negative
9988,"Oh hey! There's some kids playing in the street, you wanna go down there and give them a project, ruin their day?",anger,negative
9989,"Hey, if they have a ball maybe you can stick razor blades in it and teach them a new game, Gonna Need Stitches Ball.",neutral,neutral
9990,She said what?,surprise,negative
9991,"She said, ""If Im not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""",neutral,neutral
9992,Postpone it?,joy,positive
9993,"Emily, do you think Monica realises how much our parents spent on this wedding?",anger,negative
9994,"Do you my sisters teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?",anger,negative
9995,This isnt right.,neutral,neutral
9996,"I realize that people are going to be disappointed. But, Im sure theyll come back when we can do it right.",sadness,negative
9997,I cant ask people to do that? Would you ask people to do that?,anger,negative
9998,Dont you point your pants at me!,anger,negative
9999,We have no choice!,anger,negative
10000,"Anywhere thats half-decent wouldve be booked months ago, Ross dont you understand?",anger,negative
10001,This is our wedding Im talking about.,anger,negative
10002,The only thing I understand is postponing it is not an option. This is when were getting married.,neutral,neutral
10003,So what are you saying? Its now or never?,anger,negative
10004,No. Im saying its now.,neutral,neutral
10005,Or?,anger,negative
10006,Theres no or in mind. What is wrong with these pants?!!,anger,negative
10007,Its not the pants.,anger,negative
10008,Its you that is backwards.,anger,negative
10009,"And if, and if you dont understand how important this is to me, well then, perhaps we shouldnt get married at all!",anger,negative
